story_name	reading_time_min	Author	LastName	Name	country	genera	Wiki_URL	cats	linked_authors	Birth Year	Death Year
La Venus Callipyga	0.515	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Jean_de_La_Fontaine	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII	Charles Perrault,Giovanni Boccaccio	1621	1695
¡Qué público!	5.84	Chejov, Anton	Chejov	Anton	Rusia	Dramaturgia	https://es.wikipedia.org/wiki/Ant%C3%B3n_Ch%C3%A9jov	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	1860	1904
El rayito de sol	1.14	Jiménez, Juan Ramón	Jiménez	Juan Ramón	España		https://es.wikipedia.org/wiki/Juan_Ram%C3%B3n_Jim%C3%A9nez	Aforistas,Artistas de Moguer,Doctores honoris causa de la Universidad Nacional Autónoma de México,Escritores de España del Modernismo,Escritores de España del Novecentismo,Escritores de la provincia de Huelva,Escritores del Modernismo,Escritores en español del siglo XX,Españoles laureados con el Premio Nobel de Literatura,Exiliados del franquismo en Estados Unidos,Fallecidos en 1958,Fallecidos en San Juan (Puerto Rico),Generación de 1914,Hombres,Juan Ramón Jiménez,Laureados con el Premio Nobel 1956,Laureados con el Premio Nobel de Literatura por idioma español,Microrrelatistas,Nacidos en 1881,Nacidos en Moguer,Personas de Moguer,Poesía moderna,Poetas de España del siglo XX,Poetas de la provincia de Huelva,Poetas en español,Premios Nobel de España,Profesores de España,Residentes	Albert Camus,Antonio Machado,Charles Baudelaire,Emily Dickinson,Gustavo Adolfo Bécquer,León Felipe,Paul Verlaine,Percy Bysshe Shelley,Rabindranath Tagore,Rubén Darío,William Blake,Ángel Crespo	1881	1958
Por decir “amén”	1.035	Anónimo	Anónimo								
La cólera de un particular	1.725	Anónimo	Anónimo		China						
La rueda del tiempo	1.535	Anónimo	Anónimo		India						
Abrir un paraguas	0.045	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
Las últimas miradas	1.5	Anderson Imbert, Enrique	Anderson Imbert	Enrique	Argentina		https://es.wikipedia.org/wiki/Enrique_Anderson_Imbert	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en español del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar		1910	2000
Música	0.615	Matute, Ana María	Matute	Ana María	España		https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Matute	Académicos de la Real Academia Española,Ana María Matute,Cuentistas de España del siglo XX,Cuentistas de España del siglo XXI,Escritoras de España,Escritores de Barcelona,Escritores de literatura fantástica de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Fallecidos en 2014,Fallecidos en Barcelona,Fallecidos por complicaciones cardiovasculares,Galardonados con el Premio Café Gijón,Ganadores del Premio Cervantes,Ganadores del Premio Ciudad de Alcalá,Ganadores del Premio Nacional de Literatura Infantil y Juvenil de España,Ganadores del Premio Nadal,Ganadores del Premio Planeta,Ganadores del Premio de la Crítica de narrativa castellana,Generación del 50,Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Mujeres cuentistas,Mujeres novelistas de España,Nacidos en 1925,Nacidos en Barcelona,Novelistas de España del siglo XX,Novelistas de España del siglo XXI,Premio Fastenrath,Premio Nacional de las Letras Españolas,Sepultados en el cementerio de Montjuic	Carmen Conde,Jesús Munárriz,José Emilio Pacheco,Nicanor Parra	1926	2014
Como daba	0.04	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
Tío Terrones	6.965	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
Un cuento de reyes	6.48	Aldecoa, Ignacio	Aldecoa	Ignacio	España		https://es.wikipedia.org/wiki/Ignacio_Aldecoa	Cuentistas de España del siglo XX,Escritores de Álava,Escritores en español del siglo XX,Fallecidos en 1969,Fallecidos en Madrid,Ganadores del Premio de la Crítica de narrativa castellana,Generación del 50,Hombres,Nacidos en 1925,Nacidos en Vitoria,Novelistas de España del siglo XX	Ernest Hemingway,Jesús Fernández Santos,Max Aub,Pío Baroja,Rafael Sánchez Ferlosio,Truman Capote	1925	1969
Dichos de Luder 94	0.065	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
El genio de los dioses	0.29	Lichtenberg, Georg Christoph	Lichtenberg	Georg Christoph	Alemania	Romanticismo	https://es.wikipedia.org/wiki/Georg_Christoph_Lichtenberg	Aforistas,Científicos de Alemania,Escritores de Alemania del siglo XVIII,Escritores en alemán,Fallecidos en 1799,Hombres,Nacidos en 1742,Nacidos en Hesse		1742	1799
Burbujas	0.055	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
La zorra y el cocodrilo	0.435	Esopo	Esopo		Grecia					Siglo VI AC	
La doncella cierva	3.075	Anónimo	Anónimo								
El buey y el mosquito	0.275	Esopo	Esopo		Grecia					Siglo VI AC	
El perro que deseaba ser un ser humano	0.635	Monterroso, Augusto	Monterroso	Augusto	Guatemala		https://es.wikipedia.org/wiki/Augusto_Monterroso	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en español del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia		1921	2003
Dos seres iguales	1.29	Gibrán, Gibrán Jalil	Gibrán	Gibrán Jalil	Líbano	Romanticismo	https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán	William Blake	1883	1931
Lo secreto	6.455	Bombal, María Luisa	Bombal	María Luisa	Chile		https://es.wikipedia.org/wiki/Mar%C3%ADa_Luisa_Bombal	Alumnado de la Universidad de París,Escritoras de Chile,Escritores en español del siglo XX,Escritores en inglés del siglo XX,Fallecidos en 1980,Fallecidos por complicaciones gastrointestinales,Mujeres,Nacidos en 1910,Nacidos en Viña del Mar,Novelistas de Chile	Antonin Artaud,Arthur Rimbaud,Charles Baudelaire,Ciro Alegría,Federico García Lorca,Gabriela Mistral,Hans Christian Andersen,Jorge Luis Borges,Juan Rulfo,Luigi Pirandello,Oliverio Girondo,Oscar Wilde,Pablo Neruda,Paul Valéry,Paul Verlaine,Rainer Maria Rilke,Ramón J. Sender,Selma Lagerlöf,Thomas Mann,Victoria Ocampo,Willa Cather	1910	1980
Una elegía	6.555	Azorín	Azorín		España					1873	1967
El vagabundo	1.505	Torri, Julio	Torri	Julio	Mexico		https://es.wikipedia.org/wiki/Julio_Torri	Abogados de Coahuila,Escritores de Coahuila,Fallecidos en 1970,Fallecidos en Ciudad de México,Hombres,Microrrelatistas,Miembros de la Academia Mexicana de la Lengua,Miembros del Ateneo de la Juventud Mexicana,Nacidos en 1889,Nacidos en Saltillo	Heinrich Heine	1889	1970
El gran Duque-Pastor	6.825	Unamuno, Miguel de	Unamuno	Miguel de	España	Romanticismo	https://es.wikipedia.org/wiki/Miguel_de_Unamuno	Académicos de la Real Academia Española,Agnósticos de España,Aliadófilos en España durante la Primera Guerra Mundial,Alumnado de la Universidad Central de Madrid,Antifascistas de España,Ateneístas,Candidatos al Premio Nobel de Literatura,Catedráticos de la Universidad de Salamanca,Cervantistas,Diputados de la I legislatura de la Segunda República Española,Diputados por la circunscripción electoral de Salamanca durante la Segunda República,Doctores honoris causa por la Universidad de Salamanca,Dramaturgos de España del siglo XIX,Dramaturgos de España del siglo XX,Dramaturgos del País Vasco,Epistológrafos,Escritores de Bilbao,Escritores de España de la generación del 98,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores en español del siglo XIX,Escritores en español del siglo XX,Escritores sobre el carlismo,Fallecidos en 1936,Fallecidos en Salamanca,Filósofos católicos,Filósofos de España del siglo XIX,Filósofos de España del siglo XX,Filósofos de la religión,Filósofos del País Vasco,Generación del 98,Helenistas de España del siglo XX,Hijos adoptivos de Salamanca,Hombres,Iberistas,Index Librorum Prohibitorum,Miguel de Unamuno,Nacidos en 1864,Nacidos en Bilbao,Poetas de España del siglo XIX,Poetas de España del siglo XX,Rectores de la Universidad de Salamanca,Republicanos de España,Residentes,Víctimas de la represión durante la dictadura franquista	Antonio Machado,Federico García Lorca,Fernando Pessoa,Jon Juaristi,José Ortega y Gasset,José Rafael Pocaterra,Juan Ramón Jiménez,Juan Valera,Pedro Emilio Coll,Pío Baroja,Rainer Maria Rilke,Ramón Gómez de la Serna,Rubén Darío,Ángel Ganivet	1864	1936
Asunto de familia	5.1	Garmendia, Salvador	Garmendia	Salvador	Venezuela		https://es.wikipedia.org/wiki/Salvador_Garmendia	Barquisimetanos,Beca Guggenheim,Cuentistas de Venezuela,Escritores de Venezuela,Escritores de literatura fantástica de Venezuela,Escritores de literatura infantil de Venezuela,Escritores en español del siglo XX,Fallecidos en 2001,Guionistas de Venezuela,Hombres,Nacidos en 1928,Novelistas de Venezuela,Premio Nacional de Literatura de Venezuela	Arturo Uslar Pietri,Honoré de Balzac,José Antonio Ramos Sucre,Miguel Otero Silva,Rafael Cadenas,Rómulo Gallegos,Vicente Gerbasi	1928	2001
Efectos de la educación	0.555	Anónimo	Anónimo		Arabia						
La manchita de la uña	5.6	Unamuno, Miguel de	Unamuno	Miguel de	España	Romanticismo	https://es.wikipedia.org/wiki/Miguel_de_Unamuno	Académicos de la Real Academia Española,Agnósticos de España,Aliadófilos en España durante la Primera Guerra Mundial,Alumnado de la Universidad Central de Madrid,Antifascistas de España,Ateneístas,Candidatos al Premio Nobel de Literatura,Catedráticos de la Universidad de Salamanca,Cervantistas,Diputados de la I legislatura de la Segunda República Española,Diputados por la circunscripción electoral de Salamanca durante la Segunda República,Doctores honoris causa por la Universidad de Salamanca,Dramaturgos de España del siglo XIX,Dramaturgos de España del siglo XX,Dramaturgos del País Vasco,Epistológrafos,Escritores de Bilbao,Escritores de España de la generación del 98,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores en español del siglo XIX,Escritores en español del siglo XX,Escritores sobre el carlismo,Fallecidos en 1936,Fallecidos en Salamanca,Filósofos católicos,Filósofos de España del siglo XIX,Filósofos de España del siglo XX,Filósofos de la religión,Filósofos del País Vasco,Generación del 98,Helenistas de España del siglo XX,Hijos adoptivos de Salamanca,Hombres,Iberistas,Index Librorum Prohibitorum,Miguel de Unamuno,Nacidos en 1864,Nacidos en Bilbao,Poetas de España del siglo XIX,Poetas de España del siglo XX,Rectores de la Universidad de Salamanca,Republicanos de España,Residentes,Víctimas de la represión durante la dictadura franquista	Antonio Machado,Federico García Lorca,Fernando Pessoa,Jon Juaristi,José Ortega y Gasset,José Rafael Pocaterra,Juan Ramón Jiménez,Juan Valera,Pedro Emilio Coll,Pío Baroja,Rainer Maria Rilke,Ramón Gómez de la Serna,Rubén Darío,Ángel Ganivet	1864	1936
